#
# Master CCSM experiment list
#
#  Columns   Field
#   1 -  45  CCSM case name
#  46 -  47  Location (NC = NCAR; NE = NERSC; OR = ORNL)
#  55 -  74  Very brief description and/or PCMDI name (N/A if not applicable)
#  75 -  76  Realization number (<=2 digits) (0 if not applicable)
#  80 -  82  Is a CMIP3 (cm3) or CMIP5 (cm5) experiment?
#  85 - 124  RUN_REFCASE (parent CCSM case)
# 130 - 139  RUN_REFDATE (branch date, yyyy-mm-dd)
# 145 - 148  Year began or YYYY if unknown
# 150 - 153  Year ended or YYYY if unknown
# 155-  174  GRID (resolution)
# 175 - 194  COMPSET (all "-" if missing)
# 195 - 224  REPOTAG (all "-" if missing)
# 225 - 239  MACH (hardware)
# 240 - end  DOUT_L_MSROOT (history file location on archive)
#
#---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#                                                                                                  1         1         1         1         1         1         1         1         1         1         2         2         2         2         2         2
#        1         2         3         4         5         6         7         8         9         0         1         2         3         4         5         6         7         8         9         0         1         2         3         4         5
#234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
#CASE                                        loc      CMIP5 name          ##   CMIP RUN_REFCASE                                 RUN_REFDATE    BEGIN END  GRID                COMPSET             REPOTAG                       MACH           DOUT
b40.dp.hd-1981.rcp4_5.1d.006                 OR       decadalXX           6    cm5  b40.dp.hd-1981.20C.1d.006                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1981.rcp4_5.1d.007                 OR       decadalXX           7    cm5  b40.dp.hd-1981.20C.1d.007                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1981.rcp4_5.1d.008                 OR       decadalXX           8    cm5  b40.dp.hd-1981.20C.1d.008                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1981.rcp4_5.1d.009                 OR       decadalXX           9    cm5  b40.dp.hd-1981.20C.1d.009                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1981.rcp4_5.1d.010                 OR       decadalXX           10   cm5  b40.dp.hd-1981.20C.1d.010                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1986.20C.1d.001                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-1986.20C.1d.002                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-1986.20C.1d.003                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.004                    OR       decadalXX           4    cm5  b40.dp.hd-1986.20C.1d.004                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.005                    OR       decadalXX           5    cm5  b40.dp.hd-1986.20C.1d.005                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.006                    OR       decadalXX           6    cm5  b40.dp.hd-1986.20C.1d.006                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.007                    OR       decadalXX           7    cm5  b40.dp.hd-1986.20C.1d.007                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.008                    OR       decadalXX           8    cm5  b40.dp.hd-1986.20C.1d.008                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.009                    OR       decadalXX           9    cm5  b40.dp.hd-1986.20C.1d.009                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1986.20C.1d.010                    OR       decadalXX           10   cm5  b40.dp.hd-1986.20C.1d.010                    1986-01-01     1986 1995 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1991.20C.1d.001                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-1991.20C.1d.002                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-1991.20C.1d.003                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.004                    OR       decadalXX           4    cm5  b40.dp.hd-1991.20C.1d.004                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.005                    OR       decadalXX           5    cm5  b40.dp.hd-1991.20C.1d.005                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.006                    OR       decadalXX           6    cm5  b40.dp.hd-1991.20C.1d.006                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.007                    OR       decadalXX           7    cm5  b40.dp.hd-1991.20C.1d.007                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.008                    OR       decadalXX           8    cm5  b40.dp.hd-1991.20C.1d.008                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.009                    OR       decadalXX           9    cm5  b40.dp.hd-1991.20C.1d.009                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1991.20C.1d.010                    OR       decadalXX           10   cm5  b40.dp.hd-1991.20C.1d.010                    1991-01-01     1991 2000 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1996.20C.1d.001                    1996-01-01     1996 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-1996.20C.1d.002                    1996-01-01     1996 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-1996.20C.1d.003                    1996-01-01     1996 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.004                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.004                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.005                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.005                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.006                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.006                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.007                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.007                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.008                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.008                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.009                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.009                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1996.20C.1d.010                    OR       N/A                 XX   N/A  b40.dp.hd-1996.20C.1d.010                    1996-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-2001.20C.1d.001                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-2001.20C.1d.002                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-2001.20C.1d.003                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.004                    OR       decadalXX           4    cm5  b40.dp.hd-2001.20C.1d.004                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.005                    OR       decadalXX           5    cm5  b40.dp.hd-2001.20C.1d.005                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.006                    OR       decadalXX           6    cm5  b40.dp.hd-2001.20C.1d.006                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.007                    OR       decadalXX           7    cm5  b40.dp.hd-2001.20C.1d.007                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.008                    OR       decadalXX           8    cm5  b40.dp.hd-2001.20C.1d.008                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.009                    OR       decadalXX           9    cm5  b40.dp.hd-2001.20C.1d.009                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.20C.1d.010                    OR       decadalXX           10   cm5  b40.dp.hd-2001.20C.1d.010                    2001-01-01     2001 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.001                 OR       decadalXX           1    cm5  b40.dp.hd-2001.20C.1d.001                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.002                 OR       decadalXX           2    cm5  b40.dp.hd-2001.20C.1d.002                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.003                 OR       decadalXX           3    cm5  b40.dp.hd-2001.20C.1d.003                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.004                 OR       decadalXX           4    cm5  b40.dp.hd-2001.20C.1d.004                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.005                 OR       decadalXX           5    cm5  b40.dp.hd-2001.20C.1d.005                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.006                 OR       decadalXX           6    cm5  b40.dp.hd-2001.20C.1d.006                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.007                 OR       decadalXX           7    cm5  b40.dp.hd-2001.20C.1d.007                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.008                 OR       decadalXX           8    cm5  b40.dp.hd-2001.20C.1d.008                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.009                 OR       decadalXX           9    cm5  b40.dp.hd-2001.20C.1d.009                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2001.rcp4_5.1d.010                 OR       decadalXX           10   cm5  b40.dp.hd-2001.20C.1d.010                    2005-01-01     2005 2010 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.001                 OR       decadalXX           1    cm5  b40.dp.hd-2006.rcp4_5.1d.001                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.002                 OR       decadalXX           2    cm5  b40.dp.hd-2006.rcp4_5.1d.002                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.003                 OR       decadalXX           3    cm5  b40.dp.hd-2006.rcp4_5.1d.003                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.004                 OR       decadalXX           4    cm5  b40.dp.hd-2006.rcp4_5.1d.004                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.005                 OR       decadalXX           5    cm5  b40.dp.hd-2006.rcp4_5.1d.005                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.006                 OR       decadalXX           6    cm5  b40.dp.hd-2006.rcp4_5.1d.006                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.007                 OR       decadalXX           7    cm5  b40.dp.hd-2006.rcp4_5.1d.007                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.008                 OR       decadalXX           8    cm5  b40.dp.hd-2006.rcp4_5.1d.008                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.009                 OR       decadalXX           9    cm5  b40.dp.hd-2006.rcp4_5.1d.009                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-2006.rcp4_5.1d.010                 OR       decadalXX           10   cm5  b40.dp.hd-2006.rcp4_5.1d.010                 2006-01-01     2006 2035 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i1970.1deg.001                        OR       decadalXXX          1    cm5  b40.dp.i1970.1deg.001                        1970-01-01     1970 1979 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1970.1deg.002                        OR       decadalXXX          2    cm5  b40.dp.i1970.1deg.002                        1970-01-01     1970 1979 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1970.1deg.003                        OR       decadalXXX          3    cm5  b40.dp.i1970.1deg.003                        1970-01-01     1970 1979 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1970.1deg.004                        OR       decadalXXX          4    cm5  b40.dp.i1970.1deg.004                        1970-01-01     1970 1979 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1980.1deg.001                        OR       decadalXXX          1    cm5  b40.dp.i1980.1deg.001                        1980-01-01     1980 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1980.1deg.002                        OR       decadalXXX          2    cm5  b40.dp.i1980.1deg.002                        1980-01-01     1980 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1980.1deg.003                        OR       decadalXXX          3    cm5  b40.dp.i1980.1deg.003                        1980-01-01     1980 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1980.1deg.004                        OR       decadalXXX          4    cm5  b40.dp.i1980.1deg.004                        1980-01-01     1980 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1990.1deg.001                        OR       decadalXXX          1    cm5  b40.dp.i1990.1deg.001                        1990-01-01     1990 1999 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1990.1deg.002                        OR       decadalXXX          2    cm5  b40.dp.i1990.1deg.002                        1990-01-01     1990 1999 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1990.1deg.003                        OR       decadalXXX          3    cm5  b40.dp.i1990.1deg.003                        1990-01-01     1990 1999 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i1990.1deg.004                        OR       decadalXXX          4    cm5  b40.dp.i1990.1deg.004                        1990-01-01     1990 1999 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.001                        OR       decadalXXX          1    cm5  b40.dp.i2000.1deg.001                        2000-01-01     2000 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.002                        OR       decadalXXX          2    cm5  b40.dp.i2000.1deg.002                        2000-01-01     2000 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.003                        OR       decadalXXX          3    cm5  b40.dp.i2000.1deg.003                        2000-01-01     2000 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.004                        OR       decadalXXX          4    cm5  b40.dp.i2000.1deg.004                        2000-01-01     2000 2005 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta50                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.005                        OR       N/A                 XX   N/A  b40.dp.i2000.1deg.005                        2000-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.006                        OR       N/A                 XX   N/A  b40.dp.i2000.1deg.006                        2000-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.007                        OR       N/A                 XX   N/A  b40.dp.i2000.1deg.007                        2000-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.1deg.008                        OR       N/A                 XX   N/A  b40.dp.i2000.1deg.008                        2000-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.rcp4_5.1deg.001                 OR       N/A                 XX   N/A  b40.dp.i2000.1deg.001                        2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.rcp4_5.1deg.002                 OR       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       csm
b40.dp.i2000.rcp4_5.1deg.003                 OR       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       csm
b40.dp.i2000.rcp4_5.1deg.004                 OR       N/A                 XX   N/A  b40.20th.track1.1deg.008                     2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta52                jaguarpf       csm
b40.dp.i2000.rcp4_5.1deg.005                 OR       N/A                 XX   N/A  b40.dp.i2000.1deg.005                        2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.rcp4_5.1deg.006                 OR       N/A                 XX   N/A  b40.dp.i2000.1deg.006                        2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.rcp4_5.1deg.007                 OR       N/A                 XX   N/A  b40.dp.i2000.1deg.007                        2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.i2000.rcp4_5.1deg.008                 OR       N/A                 XX   N/A  b40.dp.i2000.1deg.008                        2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp-lvts.i2000.1deg.005                   OR       N/A                 XX   N/A  b40.dp-lvts.i2000.1deg.005                   2000-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp-lvts.i2000.rcp4_5.1deg.005            OR       N/A                 XX   N/A  b40.dp-lvts.i2000.1deg.005                   2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.f05x1.017a                               OR       N/A                 XX   N/A  b40.f05x1.017                                0035-09-01     YYYY YYYY 0.47x0.63_gx1v6     B1850CN             cesm1_0_rel02                 jaguar         /f2/ccsm/csm
b40.lgm21ka.1deg.001a                        NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.001                         NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta09                bluefire       $CCSMUSER/csm
b40.lgm21ka.1deg.002a                        NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.002b                        NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.002c                        NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.002                         NC       lgm                 1    cm5  b40.1850.lgmco2.1deg.001                     0900-01-01     0900 1498 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.003                         NC       lgm                 1    cm5  b40.lgm21ka.1deg.002                         1499-01-01     1499 1899 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta05                bluefire       /CCSM/csm
b40.lgm21ka.1deg.5day.001                    NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta08                bluefire       $CCSMUSER/csm
b40.lgm21ka.1deg.5day.002c                   NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta08                bluefire       $CCSMUSER/csm
b40.lgm21ka.1deg.5day.002                    NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta08                bluefire       $CCSMUSER/csm
b40.lgm21ka.1deg.5day                        NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta08                bluefire       $CCSMUSER/csm
b40.lgm21ka.1deg.5day-pdds                   NC       N/A                 XX   N/A  b40.1850.lgmco2.1deg.001                     0900-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta08                bluefire       $CCSMUSER/csm
b40.lgm21ka.1deg.5day.tm6                    NC       N/A                 XX   N/A  b40.lgm21ka.1deg.tm6                         0070-01-01     YYYY YYYY 0.9x1.25_gx1v6      B1850CN             cesm1_0_beta08                bluefire       $CCSMUSER/csm
